glottocode	longitude	latitude	dist2ocean	dist2lakes	dist2rivers	dist2water
newa1246	84.958	27.261	639.930173098225	12.4069136256523	19.0532261811116	12.4069136256523
nhen1239	293.035	1.045	974.263825055815	69.6188742035191	15.2902074730338	15.2902074730338
carn1240	92.767	9.189	15.7302202565489	267.884418757994	493.40882719727	15.7302202565489
nyan1307	30.548	-0.464	1071.02960121034	6.4064912914871	56.5208140191442	6.4064912914871
norw1258	10.71	59.92	7.03287591083804	4.02187678905065	5.85719826755098	4.02187678905065
nyun1247	118.151	-33.12	155.514536644842	21.0802536723701	147.674860257054	21.0802536723701
khan1278	7.444	4.709	9.94800983977123	4.7009223346356	25.9150526017266	4.7009223346356
pott1240	82.759	18.597	100.600364599095	8.93858343233341	48.5226580097621	8.93858343233341
rian1262	92.032	23.68	123.337465936522	25.2678627193729	58.7191067385305	25.2678627193729
poli1260	18.626	51.844	267.93345096793	5.67768494826497	5.67768494826497	5.67768494826497
west2386	75.347	30.095	761.804963922692	8.00488958922395	67.1781785172994	8.00488958922395
rund1242	31.319	-1.442	946.047501069817	24.1361127967539	48.816744967596	24.1361127967539
russ1263	50	59	823.926200364117	9.65103748703576	8.55964145534909	8.55964145534909
lule1254	17.806	67.276	90.9639888339059	7.54396146036768	13.2845392109317	7.54396146036768
samo1305	188.17	-13.92	16.989695133756	6.10475005361259	934.097621421759	6.10475005361259
sere1260	-16.392	13.894	17.6414628786846	1.94293933296144	1.94293933296144	1.94293933296144
shua1257	281.811	-3.451	164.281764026339	47.6125338202095	27.1663799592273	27.1663799592273
sici1248	14.041	37.574	33.7594114313262	16.5406899427722	53.018670064346	16.5406899427722
sind1272	69	26	184.913861269658	33.5834161073296	43.3146486475176	33.5834161073296
sout2807	27.895	-30.445	196.698480034671	31.7747306127776	5.37342888841271	5.37342888841271
sout3123	38.084	31.56	307.183325837104	81.1885259328674	271.287903632117	81.1885259328674
swis1247	8.464	47.052	295.310879866078	3.46130628942142	8.69832380101069	3.46130628942142
tata1255	50	55	868.030158645824	6.11192023288934	28.3672274171572	6.11192023288934
telu1262	78.702	16.453	168.250094211258	3.4890275801575	32.6502945018525	3.4890275801575
thai1261	100.671	14.192	85.6725498865446	6.49114006032011	5.40631082635621	5.40631082635621
ticu1245	290.128	-3.663	1075.05058780227	53.8772872943015	39.5126811018364	39.5126811018364
tigr1270	38.223	17.349	58.2882950200835	158.597583916525	178.705262576172	58.2882950200835
tong1325	184.75	-21.17	10.3131844989009	4.26356582096014	721.965018663506	4.26356582096014
tswa1253	24.759	-24.368	794.243821811222	26.157257977522	324.090023827765	26.157257977522
tuni1259	9.562	33.797	31.9447114756798	15.5685006221506	42.4717092336254	15.5685006221506
nucl1301	32.867	39.867	193.648031564787	4.72195153171833	51.3885673648294	4.72195153171833
tzel1254	267.721	16.638	131.740319521156	17.9807397251716	51.2738408567449	17.9807397251716
tzot1259	267.26	16.64	98.898904222349	21.6574575766534	2.94094914877011	2.94094914877011
ukra1253	24.396	48.176	476.558993656395	19.7015380382618	11.0580039401952	11.0580039401952
urdu1245	67	25	8.24361077627727	13.6062204505622	13.7798377844649	8.24361077627727
vasa1239	73.865	21.362	101.330556777945	3.5953488542565	9.77907630665833	3.5953488542565
cent2150	287.903	6.887	229.292471938883	28.9194680167695	2.6133129201778	2.6133129201778
vend1245	29.952	-22.188	449.656918015994	4.75082405012335	9.96935190857997	4.75082405012335
viet1252	105.774	20.681	87.6160792745287	6.02390663669557	17.0965913126329	6.02390663669557
wall1257	183.793	-13.29	11.5304200830266	4.32064641218891	539.042570524902	4.32064641218891
pano1254	288.438	-7.975	700.265811780337	59.8796125191337	88.3127607086579	59.8796125191337
wels1247	-4	52	26.6042079160107	4.99689336308941	14.6524481055486	4.99689336308941
nucl1347	-15.383	15.253	138.251913790785	22.269735990766	58.2094097181539	22.269735990766
xava1240	307.563	-14.302	1217.31108045237	41.2748299690315	46.1944508145145	41.2748299690315
xhos1239	28.077	-31.039	131.844204158871	19.3956106130447	70.4782313327351	19.3956106130447
yano1261	295.122	1.68	875.649955297369	169.304036767601	58.6794139070986	58.6794139070986
yoru1245	3.672	7.153	86.3509892004391	21.1332263848631	59.3529805472353	21.1332263848631
yucu1253	288.997	-0.761	815.92587036942	85.1653796117186	34.9027335471699	34.9027335471699
cent2127	198.514	60.306	41.5997308244394	22.0308906682816	18.0129479659785	18.0129479659785
