"","kaba1278","krio1252","mesc1238","alge1239","nyun1247","gusi1247","basq1248","stan1293","urdu1245","chuv1255","nhen1239","rian1262","dani1285","abua1244","alba1267","finn1318","stan1290","stan1295","mode1248","kala1399","guja1252","hakk1236","yuec1235","pula1263","ainu1240","hung1274","anga1288","west2369","assy1241","manx1243","ital1282","nucl1643","hebr1245","assa1263","kaya1330","kara1465","komi1268","kore1280","thai1261","liby1240","acol1236","jola1263","rund1242","yuca1254","peno1244","cham1312","moro1292","cent2132","scot1245","sout3123","kili1267","cent2142","west2386","bela1254","samo1305","sout2807","hadz1240","sici1248","sind1272","amha1245","telu1262","pare1266","nepa1254","ticu1245","tuni1259","nucl1235","viet1252","yoru1245","ling1263","nava1243","stan1318","kiku1240","gand1255","khan1278","sere1260","tswa1253","nucl1347","erzy1239","mari1278","moks1248","tata1255","cent2150","yucu1253","bulg1262","czec1258","dutc1256","norw1258","poli1260","swis1247","mand1415","minn1241","haus1257","nort2945","cent2127","bhil1251","biet1238","chot1239","dubl1239","gami1242","hind1269","dhan1264","konk1267","maha1287","mara1378","carn1240","pott1240","vasa1239","kurd1259","meso1252","wels1247","krah1246","pano1254","xava1240","yano1261","nene1249","lule1254","komi1269","teso1249","chig1238","nyan1307","laca1243","stan1288","tzel1254","tzot1259","fiji1243","taga1270","maor1246","tong1325","wall1257","muyu1244","shua1257","latv1249","russ1263","ukra1253","vend1245","xhos1239","zulu1248","luok1236","awng1244","tigr1270","newa1246","nucl1301"
"kore1280",0.362342859084209,0.142279634146341,0.199039333333333,0.117421481481481,0.124823888888889,0.4359915,0.3812505,0.193917421493446,0.249313953703704,0.385952701630735,0.102023536585366,0.0859680631175106,0.42786565874332,0.171625185185185,0.422676557536392,0.294668337250564,0.380131527777778,0.2544465,0.250851652469136,0.0769164814814815,0.0868272661459183,0.174451632439654,0.0866785605902428,0.467480328312143,0.00268307407407407,0.258720344002943,0.0543060648148148,0.140922502683843,0.132025,0.429653052146674,0.217594765187361,0.110187494348294,0.404413761286162,0.318813596096096,0.281264496959646,0.332087184494196,0.411347640178736,0,0.150489501418085,0.398433925925926,0.496514792353293,0.537411233847283,0.261291357748296,0.174246215381426,0.637407987804878,0.0862659690897365,0.4591455,0.45604712962963,0.34810437037037,0.321561074537037,0.209019632447998,0.412764321368358,0.431976410317072,0.282887494232028,0.111355033503899,0.380328037037037,0.341467100016683,0.32894845638714,0.392124925925926,0.331323386111111,0.421015656550824,0.156129613182261,0.233679814814815,0.149161303712917,0.404491476190476,0.456671301851852,0.263350966460679,0.41974201713221,0.325393520191879,0.199039333333333,0.117421481481481,0.4359915,0.4359915,0.4359915,0.4359915,0.4359915,0.4359915,0.385952701630735,0.385952701630735,0.385952701630735,0.385952701630735,0.102023536585366,0.102023536585366,0.422676557536392,0.422676557536392,0.422676557536392,0.422676557536392,0.422676557536392,0.422676557536392,0.0866785605902428,0.0866785605902428,0.467480328312143,0.00268307407407407,0.00268307407407407,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.0543060648148148,0.140922502683843,0.132025,0.429653052146674,0.281264496959646,0.281264496959646,0.281264496959646,0.281264496959646,0.332087184494196,0.332087184494196,0.411347640178736,0.496514792353293,0.496514792353293,0.496514792353293,0.637407987804878,0.637407987804878,0.637407987804878,0.637407987804878,0.0862659690897365,0.0862659690897365,0.0862659690897365,0.0862659690897365,0.0862659690897365,0.209019632447998,0.412764321368358,0.282887494232028,0.282887494232028,0.282887494232028,0.380328037037037,0.380328037037037,0.380328037037037,0.341467100016683,0.331323386111111,0.331323386111111,0.233679814814815,0.456671301851852
"thai1261",0.475290207119483,0.132814601226994,0.377623582089552,0.106944444444444,0.09762,0.515650625,0.463709253731343,0.169266466165414,0.0961971641791045,0.521408770053476,0.0957006134969325,0.0924825371471797,0.545763770053476,0.161455925925926,0.544344598930481,0.343454547565438,0.471582388059701,0.0194757407407407,0.11580075,0.0545451851851852,0.0858211654135338,0.210562042978808,0.0988001210121077,0.56052243315508,0.0106097014925373,0.132569933993399,0.0402043518518519,0.12151597826087,0.0194757407407407,0.547063048128342,0.221217144634233,0.147020964905579,0.537600160427807,0.507034141414141,0.321634410168409,0.486437085561497,0.532539171122995,0.150489501418085,0,0.411644518518519,0.602300902255639,0.605092330827068,0.15863179144385,0.0859060621358448,0.638093742331288,0.0210511497326203,0.0194757407407407,0.467181759259259,0.178748955223881,0.340117796268657,0.118514617742011,0.515041353383459,0.537406691729323,0.140649107951518,0.0264090819672131,0.296894925373134,0.150548582887701,0.368378433486637,0.403579552238806,0.5226463,0.527804962406015,0.0697103934426229,0.244623333333333,0.0968663636363636,0.413511111111111,0.50538535,0.406238245265943,0.429220410467265,0.410845656836461,0.377623582089552,0.106944444444444,0.515650625,0.515650625,0.515650625,0.515650625,0.515650625,0.515650625,0.521408770053476,0.521408770053476,0.521408770053476,0.521408770053476,0.0957006134969325,0.0957006134969325,0.544344598930481,0.544344598930481,0.544344598930481,0.544344598930481,0.544344598930481,0.544344598930481,0.0988001210121077,0.0988001210121077,0.56052243315508,0.0106097014925373,0.0106097014925373,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.0402043518518519,0.12151597826087,0.0194757407407407,0.547063048128342,0.321634410168409,0.321634410168409,0.321634410168409,0.321634410168409,0.486437085561497,0.486437085561497,0.532539171122995,0.602300902255639,0.602300902255639,0.602300902255639,0.638093742331288,0.638093742331288,0.638093742331288,0.638093742331288,0.0210511497326203,0.0210511497326203,0.0210511497326203,0.0210511497326203,0.0210511497326203,0.118514617742011,0.515041353383459,0.140649107951518,0.140649107951518,0.140649107951518,0.296894925373134,0.296894925373134,0.296894925373134,0.150548582887701,0.5226463,0.5226463,0.244623333333333,0.50538535
"liby1240",0.314671291666667,0.0447161538461538,0.393702083333333,0.273214444444444,0.0405996296296296,0.453260416666667,0.344529583333333,0.277460740740741,0.341547916666667,0.319174074074074,0.0161983076923077,0.299728888888889,0.298288296296296,0.409188888888889,0.294167407407407,0.291864037037037,0.332256666666667,0.0161983076923077,0.291309185185185,0.343944444444444,0.266728888888889,0.276117185185185,0.29918701010101,0.389347851851852,0.370267083333333,0.292630962962963,0.34075287037037,0.014967037037037,0.00699398611111111,0.295939481481481,0.297047350589226,0.377213580808081,0.290348148148148,0.360450222222222,0.460867134259259,0.361888296296296,0.317962518518519,0.398433925925926,0.411644518518519,0,0.134111851851852,0.371878148148148,0.0974794814814815,0.10825312962963,0.0281877027027027,0.0677764444444444,0.00185909090909091,0.22959037037037,0.0481383333333333,0.00699398611111111,0.0618615138888889,0.101991111111111,0.0177462962962963,0.020508450617284,0.0814340740740741,0.14806375,0.0785364444444445,0.0149871296296296,0.0210116666666667,0.0243778518518519,0.0184955555555556,0.0375760740740741,0.340882037037037,0.204981851851852,0.00135455026455026,0.296934518518519,0.0997040740740741,0.137702839506173,0.127000074074074,0.393702083333333,0.273214444444444,0.453260416666667,0.453260416666667,0.453260416666667,0.453260416666667,0.453260416666667,0.453260416666667,0.319174074074074,0.319174074074074,0.319174074074074,0.319174074074074,0.0161983076923077,0.0161983076923077,0.294167407407407,0.294167407407407,0.294167407407407,0.294167407407407,0.294167407407407,0.294167407407407,0.29918701010101,0.29918701010101,0.389347851851852,0.370267083333333,0.370267083333333,0.34075287037037,0.34075287037037,0.34075287037037,0.34075287037037,0.34075287037037,0.34075287037037,0.34075287037037,0.34075287037037,0.34075287037037,0.34075287037037,0.34075287037037,0.34075287037037,0.34075287037037,0.014967037037037,0.00699398611111111,0.295939481481481,0.460867134259259,0.460867134259259,0.460867134259259,0.460867134259259,0.361888296296296,0.361888296296296,0.317962518518519,0.134111851851852,0.134111851851852,0.134111851851852,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0677764444444444,0.0677764444444444,0.0677764444444444,0.0677764444444444,0.0677764444444444,0.0618615138888889,0.101991111111111,0.020508450617284,0.020508450617284,0.020508450617284,0.14806375,0.14806375,0.14806375,0.0785364444444445,0.0243778518518519,0.0243778518518519,0.340882037037037,0.296934518518519
"acol1236",0.5268856757285,0.00321934343434343,0.562368761904762,0.405545925925926,0.24435037037037,0.239173907407407,0.502938380952381,0.179766140350877,0.463512,0.590938805970149,0.0809689393939394,0.365354690591212,0.594589514925373,0.00321934343434343,0.590864365671642,0.441591987758576,0.502476857142857,0.2170915,0.412817760869565,0.485157777777778,0.224910846273292,0.422333009950249,0.348954301819363,0.413266604477612,0.479627428571429,0.629939076923077,0.0526435,0.129981565217391,0.1005655,0.593835037313433,0.427390274403959,0.470446403846993,0.580674365671642,0.628471746031746,0.6052103148543,0.608250410447761,0.594617723880597,0.496514792353293,0.602300902255639,0.134111851851852,0,0.424980279503106,0.0044225,0.269570086531628,0.680178383838384,0.167614141791045,0.4390895,0.0576525,0.257396190476191,0.143920860766046,0.222741976077635,0.634248416149068,0.593615962732919,0.189915116423196,0.148428426395939,0.0141087619047619,0.0113293233082707,0.192689192897498,0.176729619047619,0.0494989130434783,0.59100099378882,0.136701116751269,0.416629814814815,0.254139626865672,0.370376507936508,0.553878086956522,0.359765620082816,0.111310761457957,0.00520954716981132,0.562368761904762,0.405545925925926,0.239173907407407,0.239173907407407,0.239173907407407,0.239173907407407,0.239173907407407,0.239173907407407,0.590938805970149,0.590938805970149,0.590938805970149,0.590938805970149,0.0809689393939394,0.0809689393939394,0.590864365671642,0.590864365671642,0.590864365671642,0.590864365671642,0.590864365671642,0.590864365671642,0.348954301819363,0.348954301819363,0.413266604477612,0.479627428571429,0.479627428571429,0.0526435,0.0526435,0.0526435,0.0526435,0.0526435,0.0526435,0.0526435,0.0526435,0.0526435,0.0526435,0.0526435,0.0526435,0.0526435,0.129981565217391,0.1005655,0.593835037313433,0.6052103148543,0.6052103148543,0.6052103148543,0.6052103148543,0.608250410447761,0.608250410447761,0.594617723880597,0,0,0,0.680178383838384,0.680178383838384,0.680178383838384,0.680178383838384,0.167614141791045,0.167614141791045,0.167614141791045,0.167614141791045,0.167614141791045,0.222741976077635,0.634248416149068,0.189915116423196,0.189915116423196,0.189915116423196,0.0141087619047619,0.0141087619047619,0.0141087619047619,0.0113293233082707,0.0494989130434783,0.0494989130434783,0.416629814814815,0.553878086956522
"jola1263",0.528676359086918,0.571107272727273,0.642897294117647,0.40973962962963,0.252102592592593,0.231379,0.485213764705882,0.612314627329193,0.498463647058824,0.595084029850746,0.668712525252525,0.505226509397962,0.598342985074627,0.00272880966468352,0.594316902985075,0.610497573583944,0.486270588235294,0.0359769090909091,0.630013152173913,0.490526296296296,0.241731335403727,0.4306135855445,0.430680324433017,0.408652052238806,0.547141294117647,0.633319794871795,0.04875175,0.142817391304348,0.0359769090909091,0.597258544776119,0.528632245562093,0.609508940190996,0.584497276119403,0.631329417989418,0.648071437884109,0.612948208955224,0.599989328358209,0.537411233847283,0.605092330827068,0.371878148148148,0.424980279503106,0,0.00957100746268657,0.311496915935031,0.103622272727273,0.175832649253731,0.0359769090909091,0.0359769090909091,0.263229294117647,0.161076807544757,0.249548027042096,0.54061847826087,0.142486428571429,0.19872275853449,0.155258883248731,0.0187309411764706,0.0184159022556391,0.197125463110668,0.217504588235294,0.0548722826086957,0.498080403726708,0.146583197969543,0.427133148148148,0.26102223880597,0.14491380952381,0.628359673913043,0.540709906832298,0.00272880966468352,0.00814467924528302,0.642897294117647,0.40973962962963,0.231379,0.231379,0.231379,0.231379,0.231379,0.231379,0.595084029850746,0.595084029850746,0.595084029850746,0.595084029850746,0.668712525252525,0.668712525252525,0.594316902985075,0.594316902985075,0.594316902985075,0.594316902985075,0.594316902985075,0.594316902985075,0.430680324433017,0.430680324433017,0.408652052238806,0.547141294117647,0.547141294117647,0.04875175,0.04875175,0.04875175,0.04875175,0.04875175,0.04875175,0.04875175,0.04875175,0.04875175,0.04875175,0.04875175,0.04875175,0.04875175,0.142817391304348,0.0359769090909091,0.597258544776119,0.648071437884109,0.648071437884109,0.648071437884109,0.648071437884109,0.612948208955224,0.612948208955224,0.599989328358209,0.424980279503106,0.424980279503106,0.424980279503106,0.103622272727273,0.103622272727273,0.103622272727273,0.103622272727273,0.175832649253731,0.175832649253731,0.175832649253731,0.175832649253731,0.175832649253731,0.249548027042096,0.54061847826087,0.19872275853449,0.19872275853449,0.19872275853449,0.0187309411764706,0.0187309411764706,0.0187309411764706,0.0184159022556391,0.0548722826086957,0.0548722826086957,0.427133148148148,0.628359673913043
"rund1242",0.350548442958082,0.00540309090909091,0.386704776119403,0.144010740740741,0.196732592592593,0.006617375,0.190595074626866,0.146861380597015,0.167060447761194,0.541213856382979,0.0679102424242424,0.210547608715681,0.540703563829787,0.0072175,0.536691329787234,0.34637808014449,0.190813731343284,0.0359769090909091,0.1415366,0.229925555555556,0.109684589552239,0.386881249507486,0.264222546710645,0.382319095744681,0.278764328358209,0.134723069306931,0.118201388888889,0.104325217391304,0.0359769090909091,0.538919574468085,0.160383721807629,0.344799773843548,0.523907872340426,0.558811043771044,0.517191428628136,0.558043723404255,0.546777180851064,0.261291357748296,0.15863179144385,0.0974794814814815,0.0044225,0.00957100746268657,0,0.394658229993649,0.664298606060606,0.140654255319149,0.0359769090909091,0.548604537037037,0.440605223880597,0.436674876119403,0.315217653581622,0.609563097014925,0.567616902985075,0.388472550672599,0.128994655737705,0.191506865671642,0.401339919786096,0.47204548312218,0.420006119402985,0.4503119,0.565825186567164,0.115204262295082,0.405233333333333,0.231545079787234,0.381206010582011,0.51351565,0.525249224018795,0.205402003810734,0.250199383378016,0.386704776119403,0.144010740740741,0.006617375,0.006617375,0.006617375,0.006617375,0.006617375,0.006617375,0.541213856382979,0.541213856382979,0.541213856382979,0.541213856382979,0.0679102424242424,0.0679102424242424,0.536691329787234,0.536691329787234,0.536691329787234,0.536691329787234,0.536691329787234,0.536691329787234,0.264222546710645,0.264222546710645,0.382319095744681,0.278764328358209,0.278764328358209,0.118201388888889,0.118201388888889,0.118201388888889,0.118201388888889,0.118201388888889,0.118201388888889,0.118201388888889,0.118201388888889,0.118201388888889,0.118201388888889,0.118201388888889,0.118201388888889,0.118201388888889,0.104325217391304,0.0359769090909091,0.538919574468085,0.517191428628136,0.517191428628136,0.517191428628136,0.517191428628136,0.558043723404255,0.558043723404255,0.546777180851064,0.0044225,0.0044225,0.0044225,0.664298606060606,0.664298606060606,0.664298606060606,0.664298606060606,0.140654255319149,0.140654255319149,0.140654255319149,0.140654255319149,0.140654255319149,0.315217653581622,0.609563097014925,0.388472550672599,0.388472550672599,0.388472550672599,0.191506865671642,0.191506865671642,0.191506865671642,0.401339919786096,0.4503119,0.4503119,0.405233333333333,0.51351565
"yuca1254",0.36021966245923,0.147848848484848,0.0235998316687241,0.135611111111111,0.117764814814815,0.356986657662693,0.346866946470654,0.18279362793177,0.111518287509819,0.310276231343284,0.0651746060606061,0.148408012838041,0.543514238250238,0.240434259259259,0.424415369164814,0.248691118015545,0.349114159465829,0.152445,0.1727448,0.0301403703703704,0.0912659724539069,0.280703130178746,0.180782764209204,0.480232507145125,0.0801048838514196,0.163623531353135,0.0885581574074074,0.101501510869565,0.073951,0.346285996744998,0.255542213302453,0.18523201376207,0.332186767426167,0.0915261616161616,0.126713095971063,0.255125416402032,0.313233752580184,0.174246215381426,0.0859060621358448,0.10825312962963,0.269570086531628,0.311496915935031,0.394658229993649,0,0.577757454545455,0.308284101302001,0.405171333333333,0.381181203703704,0.334923903602289,0.521714905013467,0.356466426799199,0.376805510974539,0.487388628182616,0.410673962720963,0.524576262295082,0.57779457524408,0.588189778912922,0.4477839486505,0.419466121086298,0.57489985,0.485139953687445,0.552872491803279,0.297967407407407,0.208064080263576,0.518259343915344,0.525355275,0.351060705664895,0.552419697542821,0.404937703373214,0.0235998316687241,0.135611111111111,0.356986657662693,0.356986657662693,0.356986657662693,0.356986657662693,0.356986657662693,0.356986657662693,0.310276231343284,0.310276231343284,0.310276231343284,0.310276231343284,0.0651746060606061,0.0651746060606061,0.424415369164814,0.424415369164814,0.424415369164814,0.424415369164814,0.424415369164814,0.424415369164814,0.180782764209204,0.180782764209204,0.480232507145125,0.0801048838514196,0.0801048838514196,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.0885581574074074,0.101501510869565,0.073951,0.346285996744998,0.126713095971063,0.126713095971063,0.126713095971063,0.126713095971063,0.255125416402032,0.255125416402032,0.313233752580184,0.269570086531628,0.269570086531628,0.269570086531628,0.577757454545455,0.577757454545455,0.577757454545455,0.577757454545455,0.308284101302001,0.308284101302001,0.308284101302001,0.308284101302001,0.308284101302001,0.356466426799199,0.376805510974539,0.410673962720963,0.410673962720963,0.410673962720963,0.57779457524408,0.57779457524408,0.57779457524408,0.588189778912922,0.57489985,0.57489985,0.297967407407407,0.525355275
"peno1244",0.612151333333333,0.0863043434343434,0.0374737313432836,0.0281877027027027,0.0281877027027027,0.0359769090909091,0.0281877027027027,0.620028737373737,0.0281877027027027,0.614310727272727,0.614803737373737,0.0761749494949495,0.613713151515151,0.0359769090909091,0.610611090909091,0.614720656565657,0.0281877027027027,0.0281877027027027,0.655952,0.0281877027027027,0.0328528282828283,0.635435090909091,0.642352661616162,0.671517454545455,0.0281877027027027,0.60931375,0.0281877027027027,0.0309386153846154,0.0281877027027027,0.611024606060606,0.618981414141414,0.643561580808081,0.611050787878788,0.632648148148148,0.568356424242424,0.620997878787879,0.612217818181818,0.637407987804878,0.638093742331288,0.0281877027027027,0.680178383838384,0.103622272727273,0.664298606060606,0.577757454545455,0,0.0715294545454545,0.0281877027027027,0.0328869444444444,0.0281877027027027,0.037122,0.115303517241379,0.591376767676768,0.634864595959596,0.0281877027027027,0.0681164197530864,0.0359769090909091,0.0820862576687117,0.0453467283950617,0.0281877027027027,0.0584363076923077,0.637890606060606,0.0600355555555556,0.0281877027027027,0.0501675757575758,0.0281877027027027,0.660534307692308,0.647800101010101,0.105615121212121,0.100809444444444,0.0374737313432836,0.0281877027027027,0.0359769090909091,0.0359769090909091,0.0359769090909091,0.0359769090909091,0.0359769090909091,0.0359769090909091,0.614310727272727,0.614310727272727,0.614310727272727,0.614310727272727,0.614803737373737,0.614803737373737,0.610611090909091,0.610611090909091,0.610611090909091,0.610611090909091,0.610611090909091,0.610611090909091,0.642352661616162,0.642352661616162,0.671517454545455,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0309386153846154,0.0281877027027027,0.611024606060606,0.568356424242424,0.568356424242424,0.568356424242424,0.568356424242424,0.620997878787879,0.620997878787879,0.612217818181818,0.680178383838384,0.680178383838384,0.680178383838384,0,0,0,0,0.0715294545454545,0.0715294545454545,0.0715294545454545,0.0715294545454545,0.0715294545454545,0.115303517241379,0.591376767676768,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0359769090909091,0.0359769090909091,0.0359769090909091,0.0820862576687117,0.0584363076923077,0.0584363076923077,0.0281877027027027,0.660534307692308
"cham1312",0.331755078794856,0.117066060606061,0.147604776119403,0.0819996296296296,0.0551303703703704,0.25833625,0.191600597014925,0.153479850746269,0.097665671641791,0.0936132446808511,0.082381696969697,0.0233252621153492,0.530191835106383,0.147133796296296,0.527330053191489,0.249440530724039,0.19098552238806,0.0194757407407407,0.10234265,0.0316581481481482,0.0779264179104478,0.149966579491726,0.101175134090922,0.304180159574468,0.0298240298507463,0.116971815181518,0.0335012962962963,0.106082391304348,0.0194757407407407,0.370898244680851,0.150191991017137,0.107757512596592,0.121492420212766,0.3474,0.336030742100667,0.0566285106382979,0.112648510638298,0.0862659690897365,0.0210511497326203,0.0677764444444444,0.167614141791045,0.175832649253731,0.140654255319149,0.308284101302001,0.0715294545454545,0,0.0194757407407407,0.483384074074074,0.459546567164179,0.464819898507463,0.384038825621111,0.520500970149254,0.531427947761194,0.436019637886321,0.446361049180328,0.48737671641791,0.536559598930481,0.494817908929191,0.411914626865672,0.5003862,0.521347835820895,0.506005180327869,0.232912222222222,0.272317340425532,0.386365555555556,0.48315185,0.418772751520177,0.412078738091458,0.394962386058981,0.147604776119403,0.0819996296296296,0.25833625,0.25833625,0.25833625,0.25833625,0.25833625,0.25833625,0.0936132446808511,0.0936132446808511,0.0936132446808511,0.0936132446808511,0.082381696969697,0.082381696969697,0.527330053191489,0.527330053191489,0.527330053191489,0.527330053191489,0.527330053191489,0.527330053191489,0.101175134090922,0.101175134090922,0.304180159574468,0.0298240298507463,0.0298240298507463,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.0335012962962963,0.106082391304348,0.0194757407407407,0.370898244680851,0.336030742100667,0.336030742100667,0.336030742100667,0.336030742100667,0.0566285106382979,0.0566285106382979,0.112648510638298,0.167614141791045,0.167614141791045,0.167614141791045,0.0715294545454545,0.0715294545454545,0.0715294545454545,0.0715294545454545,0,0,0,0,0,0.384038825621111,0.520500970149254,0.436019637886321,0.436019637886321,0.436019637886321,0.48737671641791,0.48737671641791,0.48737671641791,0.536559598930481,0.5003862,0.5003862,0.232912222222222,0.48315185
"moro1292",0.405988708333333,0.0447161538461538,0.422763,0.00404458333333333,0.0253609259259259,0.448680166666667,0.421470208333333,0.489791,0.404458583333333,0.0066537037037037,0.0125830067567568,0.417522416666667,0.00850563829787234,0.0359769090909091,0.0076612,0.489109,0.413579333333333,0.4954885,0.480706,0.0194757407407407,0.4568815,0.0194757407407407,0.36589725,0.0359769090909091,0.260999625,0.00539378787878788,0.4640765,0.47439,0.466576,0.00539378787878788,0.406080291666667,0.339859166666667,0.00404458333333333,0.00972944444444445,0.259032541666667,0.0177391666666667,0.00946848404255319,0.4591455,0.0194757407407407,0.00185909090909091,0.4390895,0.0359769090909091,0.0359769090909091,0.405171333333333,0.0281877027027027,0.0194757407407407,0,0.0328869444444444,0.0471065833333333,0.00823466666666667,0.118827166666667,0.0391922222222222,0.00773416666666667,0.0339872916666667,0.0125122222222222,0.130626833333333,0.0359769090909091,0.0306958333333333,0.192864791666667,0.0243778518518519,0.0184955555555556,0.00773416666666667,0.0161674074074074,0.0248596296296296,0.00185909090909091,0.014674,0.29578925,0.201546375,0.0359769090909091,0.422763,0.00404458333333333,0.448680166666667,0.448680166666667,0.448680166666667,0.448680166666667,0.448680166666667,0.448680166666667,0.0066537037037037,0.0066537037037037,0.0066537037037037,0.0066537037037037,0.0125830067567568,0.0125830067567568,0.0076612,0.0076612,0.0076612,0.0076612,0.0076612,0.0076612,0.36589725,0.36589725,0.0359769090909091,0.260999625,0.260999625,0.4640765,0.4640765,0.4640765,0.4640765,0.4640765,0.4640765,0.4640765,0.4640765,0.4640765,0.4640765,0.4640765,0.4640765,0.4640765,0.47439,0.466576,0.00539378787878788,0.259032541666667,0.259032541666667,0.259032541666667,0.259032541666667,0.0177391666666667,0.0177391666666667,0.00946848404255319,0.4390895,0.4390895,0.4390895,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0281877027027027,0.0194757407407407,0.0194757407407407,0.0194757407407407,0.0194757407407407,0.0194757407407407,0.118827166666667,0.0391922222222222,0.0339872916666667,0.0339872916666667,0.0339872916666667,0.130626833333333,0.130626833333333,0.130626833333333,0.0359769090909091,0.0243778518518519,0.0243778518518519,0.0161674074074074,0.014674
"cent2132",0.551870925925926,0.0576525,0.0328869444444444,0.0576525,0.0576525,0.0576525,0.0576525,0.0576525,0.0576525,0.544038055555556,0.0576525,0.0576525,0.557951111111111,0.265191018518519,0.560121481481481,0.554183888888889,0.0576525,0.0576525,0.560085833333333,0.0328869444444444,0.0576525,0.458959814814815,0.274248981481481,0.552579814814815,0.0328869444444444,0.253369074074074,0.181561203703704,0.0576525,0.0328869444444444,0.562487407407407,0.563384537037037,0.458477407407407,0.565023611111111,0.50834037037037,0.359616666666667,0.505008333333333,0.54704037037037,0.45604712962963,0.467181759259259,0.22959037037037,0.0576525,0.0359769090909091,0.548604537037037,0.381181203703704,0.0328869444444444,0.483384074074074,0.0328869444444444,0,0.0328869444444444,0.549753240740741,0.183208703703704,0.0328869444444444,0.0328869444444444,0.226841944444444,0.130020833333333,0.0359769090909091,0.230544814814815,0.272499351851852,0.0328869444444444,0.529216666666667,0.0328869444444444,0.168938148148148,0.0328869444444444,0.0328869444444444,0.562036521164021,0.55139462962963,0.462817685185185,0.256315555555556,0.253681296296296,0.0328869444444444,0.0576525,0.0576525,0.0576525,0.0576525,0.0576525,0.0576525,0.0576525,0.544038055555556,0.544038055555556,0.544038055555556,0.544038055555556,0.0576525,0.0576525,0.560121481481481,0.560121481481481,0.560121481481481,0.560121481481481,0.560121481481481,0.560121481481481,0.274248981481481,0.274248981481481,0.552579814814815,0.0328869444444444,0.0328869444444444,0.181561203703704,0.181561203703704,0.181561203703704,0.181561203703704,0.181561203703704,0.181561203703704,0.181561203703704,0.181561203703704,0.181561203703704,0.181561203703704,0.181561203703704,0.181561203703704,0.181561203703704,0.0576525,0.0328869444444444,0.562487407407407,0.359616666666667,0.359616666666667,0.359616666666667,0.359616666666667,0.505008333333333,0.505008333333333,0.54704037037037,0.0576525,0.0576525,0.0576525,0.0328869444444444,0.0328869444444444,0.0328869444444444,0.0328869444444444,0.483384074074074,0.483384074074074,0.483384074074074,0.483384074074074,0.483384074074074,0.183208703703704,0.0328869444444444,0.226841944444444,0.226841944444444,0.226841944444444,0.0359769090909091,0.0359769090909091,0.0359769090909091,0.230544814814815,0.529216666666667,0.529216666666667,0.0328869444444444,0.55139462962963
