glottocode	gen_D1	gen_D2	gen_D3	gen_D4	gen_D5	gen_D6	gen_D7	gen_D8	gen_D9	gen_D10
carn1240	1.40626502139993	-1.70981731003865	-1.1845011130867	-0.672340239425866	1.38537342579989	0.826744346271322	-1.11557561169886	-0.362442835400649	-0.297932279331593	-0.0692443096208923
cent2127	-0.0704149655504917	-1.5237113139883	3.0235195420569	1.55242844850462	-2.05110963997994	0.845185446999722	1.08008940805124	-0.0598216625551853	-0.412742920709071	-1.34517748522127
cent2132	2.3387738549158	0.550096846872718	1.47010423140375	-0.207601827105859	-2.67263089186143	0.261108737721287	-0.334057684710128	0.915836767639905	2.05443827804891	2.02171891512413
cent2142	1.42712476991049	-2.20545638813674	-0.759842549140561	-3.03603044067081	-3.29648043844297	-1.62348611509348	-0.309697047687555	1.366539276603	-0.406760254374763	2.73117550513728
cent2150	-0.683521485799505	0.633908967772489	-1.79001290806838	2.69161052695209	-0.970124237778638	4.56855958167583	-0.0839535683209205	-1.67365204775012	-0.00271588872074657	-0.0810644654987718
cham1312	-0.573862789066881	-1.48716857703372	1.47600204200051	1.91446353134515	3.02323216876802	-1.42029080423776	0.930106266064213	-1.40725113705403	1.19205840501315	-0.145022427256618
chig1238	2.48714578549915	0.518208038231201	-3.38382487993574	2.26952699716178	0.219394452765651	-0.964561803872728	1.96335256936064	-2.26342591602717	0.358146602496925	0.768894679627538
chot1239	1.40626502139993	-1.70981731003865	-1.18450111308669	-0.672340239425867	1.38537342579989	0.826744346271321	-1.11557561169886	-0.362442835400651	-0.29793227933159	-0.0692443096208893
chuv1255	-3.59733352082887	1.01565210098068	-0.0593888519279781	-1.48361426391542	2.17836508821034	-1.75842335236427	-0.278678815246624	0.628950909891024	0.192717554613851	1.45031966316146
czec1258	-2.77482919292788	2.15906190532066	-1.36732959854408	-2.18030689123563	-0.667780477670081	0.829670348813586	-0.336691989445121	-1.6841249948742	1.45440215429323	-0.568696429129316
dani1285	-2.17435105152067	1.5438711537991	-0.828374823554737	-1.53984861166334	0.0380869607425489	0.394131264238181	-0.397641339700394	-0.436661268099483	-0.775616441200983	-0.353642805533573
dhan1264	1.40626502139993	-1.70981731003865	-1.18450111308669	-0.672340239425867	1.38537342579989	0.826744346271321	-1.11557561169886	-0.362442835400649	-0.297932279331591	-0.0692443096208908
dubl1239	1.40626502139993	-1.70981731003865	-1.1845011130867	-0.672340239425867	1.38537342579989	0.826744346271322	-1.11557561169886	-0.362442835400651	-0.297932279331592	-0.0692443096208893
dutc1256	-2.77482919292788	2.15906190532066	-1.36732959854408	-2.18030689123563	-0.667780477670082	0.829670348813586	-0.33669198944512	-1.6841249948742	1.45440215429323	-0.568696429129313
erzy1239	-3.59733352082887	1.01565210098069	-0.0593888519279721	-1.48361426391542	2.17836508821039	-1.75842335236431	-0.278678815246666	0.628950909890971	0.192717554613855	1.45031966316145
fiji1243	-0.573862789066885	-1.48716857703371	1.4760020420005	1.91446353134514	3.02323216876805	-1.42029080423778	0.930106266064193	-1.40725113705405	1.19205840501312	-0.145022427256641
finn1318	-2.04006133729383	0.619704793643881	-0.401929200729535	0.997157618528141	-1.22803671591316	0.658471806957011	2.37187373147845	-0.112646758223074	-1.59983449854783	-0.64298644988387
gami1242	1.40626502139993	-1.70981731003865	-1.1845011130867	-0.672340239425867	1.38537342579989	0.826744346271322	-1.11557561169886	-0.362442835400648	-0.297932279331592	-0.0692443096208921
gand1255	0.562693453245753	3.72824582109562	0.455143786363631	1.55611887765278	0.894754183977068	0.100658556803238	-1.22908344097472	1.04049429038641	-0.353992951858855	0.0882283701993433
guja1252	0.809983620290184	-1.08945236639107	1.93675802191975	0.850016175786836	-1.98171945005448	-2.32531029490237	2.63857178547703	3.31990110346328	-0.652345706277896	0.293128131322512
gusi1247	0.562693453245753	3.72824582109561	0.455143786363636	1.55611887765279	0.894754183977034	0.100658556803256	-1.22908344097468	1.04049429038646	-0.353992951858859	0.0882283701993727
hadz1240	2.64446795724908	1.31835851045782	-1.34962433853936	0.723251108289643	-1.0117230083772	-0.317863810227956	0.699844894033249	2.39434396700857	1.61974177644961	-0.474961951796602
hakk1236	-1.84123255297064	-0.373299952613393	0.226723627186511	1.46243902476744	-1.81089315680287	-2.15631719697042	0.132380681993622	-0.802863215721111	0.374238427395321	1.07952102363604
haus1257	-1.26694329500851	2.68217240372735	-1.07329334276243	2.23846011287459	-0.362313471018176	-1.92155057593748	-0.670092008232585	1.92177126845439	2.15840732297902	2.46762784483781
hebr1245	-2.07679406199632	-0.984230068541472	-0.0619110974072638	0.174510326848351	2.53916807626063	0.408597161852572	0.598024057018976	1.5328082534312	-3.43955452635031	-0.01884745869845
hind1269	1.40626502139993	-1.70981731003865	-1.1845011130867	-0.672340239425867	1.38537342579989	0.826744346271322	-1.11557561169886	-0.362442835400649	-0.297932279331591	-0.0692443096208902
hung1274	-1.49385475326223	0.283988055489138	1.12054613337066	2.12053348636349	-0.741286006035674	2.48479552870327	1.31006626379755	4.16955756373298	-1.61957083197492	-2.24874810353077
ital1282	-0.885706011115968	-1.31982810793766	-1.6759466306305	0.124521627948155	0.928004848436797	1.35762961906927	1.87129004165315	0.613636891222575	-2.34557854249298	-0.764853196630168
jola1263	3.54601323885485	0.789684940241705	-0.0865762705254117	-1.17320530285889	1.61281724449932	-2.8912480357263	0.212421676102863	0.519366189457576	1.73125727431079	0.301186203488661
kaba1278	-2.26219562086897	0.258810240389326	-0.474558141219176	-1.32981530068575	-0.512704667218248	-2.22615974368666	0.529370705180184	-0.373902131803454	-1.14990500192691	-1.80389473057667
kala1399	-0.040509216941659	-0.460806926040518	1.82599543512796	0.603101043643246	-0.0869323253166379	1.57046158641549	-1.03489002426998	1.40327865833206	0.108564070743139	0.202545156176771
kara1465	-1.98197555229542	-1.7000824175185	0.758513972381048	0.989129332003452	1.94190313623617	-0.160000706217711	0.0343904542024957	0.547007541093921	-1.92448087879304	0.930676953723807
kaya1330	-1.3414488399291	-2.82516326500058	0.192918975912085	0.636428816653223	-1.72967595801711	0.917882190931398	-2.25795480131532	1.17782768486599	2.13750563272881	0.441691201264489
khan1278	0.562693453245753	3.72824582109562	0.455143786363631	1.55611887765278	0.894754183977069	0.100658556803238	-1.22908344097472	1.04049429038642	-0.353992951858856	0.0882283701993446
kiku1240	0.562693453245753	3.72824582109562	0.455143786363631	1.55611887765278	0.894754183977069	0.100658556803238	-1.22908344097472	1.04049429038642	-0.353992951858856	0.0882283701993461
kili1267	0.472010238305998	-0.764386085453128	0.973465973703888	1.01918871200886	0.439613918558227	-0.220871648837774	0.216219379631705	-0.483077643780122	0.429606687107642	-0.858443980876758
komi1268	-1.91073832387277	-0.882726186480505	-0.0130108416021037	-0.0407792830900686	2.13615058439057	0.36615815628489	0.854260266808532	0.911886172735971	-2.45102537499933	-0.346328852802792
komi1269	-1.91073832387277	-0.882726186480491	-0.0130108416021106	-0.0407792830900676	2.13615058439061	0.366158156284855	0.854260266808549	0.911886172735954	-2.45102537499936	-0.346328852802814
konk1267	1.40626502139993	-1.70981731003865	-1.1845011130867	-0.672340239425866	1.38537342579989	0.826744346271321	-1.11557561169886	-0.362442835400648	-0.297932279331591	-0.0692443096208902
kore1280	-0.644533996930538	-2.25065847547778	-0.355846136667154	1.57212303098022	-0.831664640724745	-0.0929870271178248	-0.0373019980403624	-0.924029758658181	0.0372256726831137	-0.7553246088805
krah1246	-1.34144883992911	-2.82516326500057	0.192918975912061	0.636428816653212	-1.72967595801708	0.917882190931364	-2.25795480131535	1.17782768486596	2.13750563272879	0.441691201264459
krio1252	-0.296280230126898	1.69135838003644	0.000854623254309242	1.5156986590663	0.555923493359621	2.27962525350038	0.583784772761963	-1.41394925236984	1.64751822468681	2.10799023230481
kurd1259	2.18427152130344	-2.36819761227658	-0.617498329218279	-1.84849719390459	1.10269101329426	-1.62634275113087	0.755644383466151	1.30790393634398	-0.719062835122871	-0.389204954415534
laca1243	3.2587400153258	0.992653586490659	4.29534439281003	-1.75023995376116	1.27877333062382	0.560271444817973	0.0247698927153298	-0.527627373113902	1.16980516896189	-0.551879377199095
latv1249	0.346965696936966	-0.212932847765349	-0.108330357620612	-1.89137098934232	-0.595036447674588	1.68669287769458	2.77338325290491	1.27815193895138	1.31172580236197	-1.60574245404458
liby1240	0.956150928942124	0.321809473270153	-0.270437002518006	-1.37767607874529	-1.089926828947	-1.75135819859825	3.29389249146593	-2.10125807688674	0.521713229245494	-1.02028412880061
ling1263	1.75428319520273	1.66251803745589	-1.10841558466445	0.285477996610268	-0.896104888275626	-2.24253356672584	-0.788689707060176	-0.55264934036838	-0.0207135283966812	-1.41796981777953
lule1254	-1.98197555229542	-1.70008241751848	0.758513972381031	0.989129332003446	1.9419031362362	-0.160000706217745	0.0343904542024893	0.547007541093897	-1.92448087879307	0.930676953723778
luok1236	2.64446795724908	1.31835851045784	-1.34962433853937	0.723251108289638	-1.01172300837719	-0.317863810227966	0.699844894033246	2.39434396700856	1.61974177644958	-0.474961951796622
maha1287	1.40626502139993	-1.70981731003865	-1.1845011130867	-0.672340239425866	1.38537342579989	0.826744346271321	-1.11557561169886	-0.362442835400649	-0.297932279331591	-0.0692443096208898
mand1415	-1.27680643562526	-1.41637438084235	-0.175143255072966	2.22970887156779	-2.4730218361082	-1.71486170481601	0.336083798102951	-0.721407271529062	-0.457156951956897	0.218844975765968
manx1243	-1.88057664669556	-0.108435197924221	-0.925804661486638	-0.774010741606512	0.718620721331749	0.869353756089022	-0.581775336766822	1.99590555470983	-1.20264593901878	-0.582578091463948
maor1246	-0.573862789066885	-1.48716857703371	1.4760020420005	1.91446353134514	3.02323216876805	-1.42029080423778	0.930106266064193	-1.40725113705406	1.19205840501312	-0.145022427256644
mara1378	1.40626502139993	-1.70981731003865	-1.18450111308669	-0.672340239425866	1.38537342579989	0.826744346271321	-1.11557561169886	-0.362442835400649	-0.297932279331592	-0.0692443096208908
mari1278	-3.59733352082887	1.01565210098069	-0.0593888519279739	-1.48361426391542	2.17836508821039	-1.75842335236431	-0.278678815246666	0.62895090989097	0.192717554613853	1.45031966316145
mesc1238	-1.45461547638399	-1.10092682233127	3.13388410129633	-0.135393572394819	-1.66430154216876	0.796736561062477	-1.44758061278609	-2.99782742456899	-0.265176215526904	2.38035707826913
meso1252	0.052310388846946	-0.619977538994804	-1.89909068790002	-1.81725977599574	1.32745272630202	0.0845668847749563	0.272503490522215	0.33456791964912	2.43769488402067	1.71945785847842
minn1241	-1.27680643562526	-1.41637438084235	-0.175143255072967	2.22970887156779	-2.4730218361082	-1.71486170481601	0.336083798102951	-0.721407271529062	-0.457156951956899	0.218844975765971
mode1248	-0.987996084308194	-1.27723149748258	-2.0120898640895	1.37021535630838	0.488747561785731	1.61856525805182	1.85316059518687	2.29836382435034	-1.02046335058839	-1.91511071828834
moks1248	-3.59733352082887	1.01565210098069	-0.0593888519279723	-1.48361426391542	2.17836508821039	-1.75842335236431	-0.278678815246667	0.628950909890969	0.192717554613853	1.45031966316145
moro1292	-1.14422493483016	1.32111741036717	1.21747509057389	-1.3601007305627	-1.46502476291279	-1.7586985909471	0.324034492828814	0.670164243350673	1.01076254724614	-1.65714008290673
muyu1244	0.472010238305993	-0.764386085453108	0.973465973703887	1.01918871200886	0.439613918558216	-0.220871648837782	0.21621937963175	-0.483077643780096	0.429606687107606	-0.85844398087679
nava1243	-1.45461547638399	-1.10092682233127	3.13388410129632	-0.135393572394813	-1.66430154216872	0.79673656106247	-1.4475806127861	-2.99782742456903	-0.265176215526872	2.38035707826912
nene1249	-1.98197555229542	-1.70008241751848	0.758513972381032	0.989129332003446	1.9419031362362	-0.160000706217745	0.0343904542024906	0.547007541093898	-1.92448087879307	0.93067695372378
nepa1254	0.593690949531317	0.21047351351769	1.60390430772102	0.162865139788809	-0.862146266080612	0.0920755677870841	-3.40117084279887	-1.29563387305087	0.196842298567081	-1.09646795027406
newa1246	0.593690949531329	0.210473513517711	1.603904307721	0.162865139788798	-0.862146266080562	0.0920755677870808	-3.40117084279896	-1.29563387305093	0.196842298567062	-1.09646795027408
nhen1239	-0.683521485799502	0.633908967772476	-1.79001290806838	2.69161052695209	-0.970124237778674	4.56855958167588	-0.0839535683208813	-1.67365204775009	-0.00271588872073391	-0.0810644654987711
nort2945	-0.0704149655504915	-1.5237113139883	3.0235195420569	1.55242844850462	-2.05110963997994	0.845185446999722	1.08008940805124	-0.0598216625551895	-0.41274292070907	-1.34517748522127
norw1258	-2.77482919292788	2.15906190532066	-1.36732959854408	-2.18030689123563	-0.66778047767008	0.829670348813585	-0.336691989445121	-1.6841249948742	1.45440215429323	-0.568696429129314
nucl1235	-1.15192213913877	0.428423533946742	-0.743595210025211	-0.845147982478064	-1.31572648278936	-3.4142324585186	-2.14883084696054	-0.336516923418233	-2.31900184207789	-4.95427009414524
nucl1301	-1.15192213913877	0.42842353394676	-0.743595210025216	-0.845147982478075	-1.31572648278936	-3.41423245851861	-2.14883084696053	-0.336516923418244	-2.31900184207794	-4.95427009414525
nucl1347	0.562693453245753	3.72824582109562	0.455143786363631	1.55611887765278	0.894754183977069	0.100658556803237	-1.22908344097472	1.04049429038642	-0.353992951858856	0.0882283701993451
nucl1643	-0.922773913760351	-2.02649076896889	-0.0418478511772183	1.95742479027873	-1.10998489819078	-0.636848281297843	-0.231428656949576	-0.93002929648397	-0.680337990260948	-0.467907547052329
nyan1307	2.48714578549915	0.518208038231201	-3.38382487993574	2.26952699716178	0.219394452765651	-0.964561803872728	1.96335256936064	-2.26342591602717	0.358146602496925	0.768894679627539
nyun1247	-0.603136478704139	0.427833407447748	0.365833022226952	-0.996336680932358	-0.0519129381367833	0.137591949419862	0.360991035202562	0.36803630376465	-0.406064362272171	-0.286138781782007
pano1254	-1.34144883992911	-2.82516326500057	0.192918975912061	0.636428816653213	-1.72967595801708	0.917882190931364	-2.25795480131535	1.17782768486596	2.13750563272879	0.441691201264459
pare1266	1.53061870929323	0.652887560852235	0.285565477003859	-0.508650304762016	-0.957202205857714	0.304037170728024	1.74740539613826	1.23298593683553	-3.04299841669922	2.07606162968471
peno1244	3.25874001532581	0.99265358649065	4.29534439281003	-1.75023995376117	1.27877333062379	0.560271444817998	0.0247698927153	-0.527627373113899	1.16980516896193	-0.551879377199062
poli1260	-2.77482919292788	2.15906190532066	-1.36732959854408	-2.18030689123563	-0.66778047767008	0.829670348813585	-0.336691989445121	-1.6841249948742	1.45440215429323	-0.568696429129315
pott1240	1.40626502139993	-1.70981731003865	-1.18450111308669	-0.672340239425866	1.38537342579989	0.826744346271322	-1.11557561169886	-0.362442835400649	-0.297932279331592	-0.0692443096208908
pula1263	-1.2669432950085	2.68217240372733	-1.07329334276241	2.23846011287459	-0.362313471018189	-1.92155057593744	-0.670092008232562	1.92177126845441	2.15840732297904	2.46762784483783
rian1262	-0.781904009140877	-0.633198308638226	2.5290709124993	0.676731717211183	-1.4576392202768	-2.08772507830696	0.616924901856593	-1.23221851453148	0.845610076334331	-0.48050218135182
rund1242	0.925014293984843	0.657104214708978	-1.90820157961408	3.36130390468259	0.819627000238555	-1.16890048095385	1.93647351139943	-0.446009014550483	0.997575003036621	-0.488806396848623
russ1263	0.346965696936966	-0.212932847765349	-0.108330357620613	-1.89137098934232	-0.595036447674588	1.68669287769458	2.77338325290491	1.27815193895138	1.31172580236198	-1.60574245404458
samo1305	0.633395173178994	0.129159425837418	1.11005419258859	0.57011658086882	0.481595012491375	-0.26412769563667	1.16035017464332	1.96760415648443	-1.50856305222995	1.70286025461789
scot1245	0.211520042226576	0.384313953368341	0.737229043606792	-1.5041231488663	-1.02305495974096	1.99929611733375	1.31764882697849	-0.806473935928608	-1.08157530730483	-0.291601524066148
sere1260	0.562693453245753	3.72824582109562	0.45514378636363	1.55611887765278	0.894754183977069	0.100658556803237	-1.22908344097472	1.04049429038642	-0.353992951858855	0.0882283701993479
shua1257	1.42712476991049	-2.20545638813672	-0.759842549140576	-3.03603044067082	-3.29648043844291	-1.6234861150935	-0.309697047687631	1.36653927660294	-0.406760254374785	2.73117550513728
sici1248	0.959291609665153	-0.0340525396214293	-0.644294998943778	-2.24978811169896	-1.2374962361196	0.886932780784522	1.95836623900589	-0.622855457787798	-0.455899121404337	-0.43214064039006
sind1272	1.10732736760084	-0.857631831842218	-0.060259329924703	-1.75295625090016	-1.38992136522583	0.639136853607426	0.578107586721189	-1.26738332151568	-1.9980055027338	1.34513057249467
sout2807	2.85386624071692	2.13339440693471	-0.984541477394124	0.932417591455788	-0.429484790431999	0.217211719436896	-1.40712914094037	1.68822497208317	-0.211498411770338	-0.0830572523730998
sout3123	1.29457102593037	0.36198955299001	-0.708608273649836	-1.21338824111953	0.0771067474319363	1.44050094895343	2.5226736951527	0.0523120245872448	-0.108032770536946	-2.9713151876908
stan1288	3.2587400153258	0.99265358649066	4.29534439281003	-1.75023995376115	1.27877333062382	0.560271444817972	0.0247698927153319	-0.527627373113901	1.16980516896189	-0.551879377199095
stan1290	-1.54830015600892	1.97132133533321	2.95783792025996	0.346885127809162	-0.685232287714049	0.7006889434042	1.64893922645426	-0.261638175085174	-2.52446142488084	1.11598478029908
stan1293	-2.58005524006616	0.719455386043582	-0.952772917708402	-0.329211776566085	-1.23151154136357	-1.57501441672304	4.88660238232881	1.36556117557218	0.0154692637946166	0.555304303129302
stan1295	-0.0376341666648418	-0.742178300267356	-0.981936438949367	-2.22509661122617	0.943197605858336	-0.00888577883041358	0.873112908502648	0.241081183025796	2.12530219561673	1.36752487288435
stan1318	-0.800685773677954	0.846882838566954	0.602136629709356	-1.02981332931865	0.919424117853874	1.66167196046266	-0.399029083265972	0.695961703423575	-0.164642690955799	-0.512598190253413
swis1247	-2.77482919292788	2.15906190532066	-1.36732959854408	-2.18030689123563	-0.66778047767008	0.829670348813584	-0.336691989445122	-1.6841249948742	1.45440215429323	-0.568696429129313
taga1270	-0.573862789066885	-1.48716857703371	1.4760020420005	1.91446353134514	3.02323216876805	-1.42029080423778	0.930106266064193	-1.40725113705405	1.19205840501311	-0.145022427256642
tata1255	-3.59733352082887	1.01565210098069	-0.0593888519279738	-1.48361426391542	2.17836508821039	-1.75842335236431	-0.278678815246667	0.628950909890968	0.192717554613853	1.45031966316146
telu1262	0.488166342016704	-1.51610057042653	-1.06278680617873	-2.18819285953522	-0.658332137323981	-2.11987783053309	-1.7821099301445	-0.154971087491691	0.156940799982251	-0.595512316757437
teso1249	2.48714578549915	0.518208038231201	-3.38382487993574	2.26952699716178	0.219394452765651	-0.964561803872728	1.96335256936064	-2.26342591602717	0.358146602496925	0.768894679627538
thai1261	-0.005967652920224	-2.64080706105384	-0.155529910913444	1.7621294730922	-0.736826476884458	0.636616853372613	1.66560042598619	0.815784195199142	2.63015556077438	-2.96695242971316
ticu1245	0.190706134778008	-2.02459516949408	1.60808543389294	-0.102517924842066	-1.23635568341212	-0.237403699329155	0.62893424966252	0.816587833385129	0.575101073686945	3.63752392853714
tigr1270	2.12607189785824	1.15423805628114	0.0615424898550985	-0.56390186983862	-1.27513056735433	0.291567966868888	0.184845696204076	-2.69782117023226	-3.74704781221927	2.58404585144214
tong1325	-0.573862789066885	-1.48716857703371	1.4760020420005	1.91446353134514	3.02323216876805	-1.42029080423778	0.930106266064193	-1.40725113705405	1.19205840501312	-0.145022427256644
tswa1253	0.562693453245753	3.72824582109562	0.45514378636363	1.55611887765278	0.894754183977068	0.100658556803239	-1.22908344097472	1.04049429038642	-0.353992951858855	0.0882283701993452
tuni1259	0.307476078109898	2.14823231383658	1.39483417298617	-0.681572251381372	-1.12706046061792	-0.667894856651231	-0.223014344214733	-1.17993994151051	-1.2598345313127	-2.58781839247903
tzel1254	3.2587400153258	0.99265358649066	4.29534439281003	-1.75023995376116	1.27877333062382	0.560271444817972	0.0247698927153309	-0.527627373113903	1.16980516896189	-0.551879377199094
tzot1259	3.2587400153258	0.99265358649066	4.29534439281003	-1.75023995376115	1.27877333062382	0.560271444817972	0.024769892715332	-0.527627373113901	1.16980516896189	-0.551879377199099
ukra1253	0.346965696936966	-0.212932847765349	-0.108330357620613	-1.89137098934232	-0.595036447674587	1.68669287769458	2.77338325290491	1.27815193895138	1.31172580236198	-1.60574245404458
urdu1245	-1.7140654836471	0.983536286462775	1.608165213211	-0.550739556599937	-0.776443427128586	0.645514454196474	1.80449208615147	-0.32114192310508	0.198587368540163	-0.372452945972113
vasa1239	1.40626502139993	-1.70981731003865	-1.18450111308669	-0.672340239425866	1.38537342579989	0.826744346271321	-1.11557561169886	-0.362442835400648	-0.297932279331592	-0.0692443096208907
vend1245	2.85386624071692	2.13339440693473	-0.98454147739413	0.932417591455787	-0.429484790431998	0.217211719436882	-1.40712914094036	1.68822497208317	-0.211498411770381	-0.0830572523731147
viet1252	0.227974991150596	-0.962622474650304	-0.463390974755111	0.898636707327934	-1.96926609112971	-3.58425249462716	-3.76165048380256	-1.95783870397424	-1.49737380720436	-3.48952543942051
wall1257	-0.573862789066885	-1.48716857703371	1.4760020420005	1.91446353134514	3.02323216876805	-1.42029080423778	0.930106266064192	-1.40725113705406	1.19205840501312	-0.145022427256643
wels1247	-1.88057664669557	-0.108435197924211	-0.92580466148662	-0.774010741606496	0.718620721331772	0.869353756088984	-0.581775336766796	1.99590555470983	-1.20264593901875	-0.582578091463964
west2369	2.18427152130345	-2.36819761227659	-0.617498329218276	-1.84849719390459	1.10269101329423	-1.62634275113083	0.755644383466162	1.307903936344	-0.719062835122853	-0.389204954415529
west2386	1.68289683958475	-1.10974106799375	-1.4787049155496	-3.40583372498644	-2.49995992256477	-1.63568938826788	0.576368956201239	1.73134771730947	-1.34394630786813	2.3769494791902
xava1240	-1.34144883992911	-2.82516326500057	0.192918975912061	0.636428816653212	-1.72967595801708	0.917882190931365	-2.25795480131535	1.17782768486596	2.13750563272879	0.441691201264459
xhos1239	2.85386624071692	2.13339440693473	-0.98454147739413	0.932417591455787	-0.429484790431999	0.217211719436883	-1.40712914094036	1.68822497208317	-0.211498411770381	-0.0830572523731141
yano1261	-1.34144883992911	-2.82516326500057	0.19291897591206	0.636428816653212	-1.72967595801708	0.917882190931365	-2.25795480131535	1.17782768486596	2.13750563272879	0.44169120126446
yoru1245	2.13575153703862	1.09448827719283	-1.38171570886754	0.310608395741998	0.272955140783646	-2.58563849792236	-1.52863116293925	-0.0157792298966764	-0.350441624134421	-1.4269637249294
yuca1254	-1.22898896113682	-2.27791300636875	-0.577069351098866	1.35625834701296	-0.691749820871785	0.544778882541313	-0.829014706294832	-0.550975008874462	1.53140870882195	0.465885004740634
yucu1253	-0.683521485799505	0.63390896777249	-1.79001290806838	2.69161052695209	-0.97012423777864	4.56855958167583	-0.0839535683209226	-1.67365204775012	-0.00271588872074668	-0.0810644654987738
yuec1235	-1.27680643562526	-1.41637438084234	-0.175143255072976	2.22970887156778	-2.47302183610825	-1.714861704816	0.336083798102949	-0.721407271529049	-0.457156951956913	0.218844975765976
zulu1248	2.85386624071692	2.13339440693473	-0.98454147739413	0.932417591455787	-0.429484790432	0.217211719436883	-1.40712914094036	1.68822497208317	-0.211498411770379	-0.0830572523731138
